,Churn,Tenure,MonthlyCharge
5041,No,64.30623,267.6647
5042,No,65.90363,184.967
5043,No,64.01652,255.1555
5044,No,71.37293,127.525
5045,No,69.26833,207.6094
5046,No,56.3686,267.6647
5047,No,67.47739,242.6281
5048,No,65.4294,172.5034
5049,No,70.09214,139.9568
5050,No,61.78014,147.4564
5051,No,66.59755,137.4872
5052,No,65.15989,172.4742
5053,No,71.53343,235.1591
5054,No,56.23842,184.9634
5055,No,69.87041,220.1149
5056,No,62.9209,159.9512
5057,No,60.56995,127.482
5058,No,71.66261,207.6094
5059,No,62.43987,194.9744
5060,No,69.03413,139.9512
5061,No,51.20818,172.4705
5062,No,69.07545,172.4705
5063,No,70.34008,117.4858
5064,No,69.2139,159.965
5065,No,61.32409,159.9642
5066,Yes,42.74672,245.147
5067,No,64.09564,287.6427
5068,No,58.75447,190.127
5069,No,70.38153,104.9629
5070,No,66.95875,162.447
5071,No,64.15566,265.1283
5072,No,68.22296,129.9621
5073,No,66.50929,134.9509
5074,No,57.84605,127.4601
5075,No,64.38126,149.9741
5076,No,56.35343,139.9568
5077,Yes,59.61465,242.6106
5078,No,64.08432,169.9447
5079,No,61.98982,194.9699
5080,No,61.79462,147.4421
5081,No,57.04429,152.4579
5082,No,58.43587,149.9598
5083,No,70.49957,159.9794
5084,No,58.04694,162.4713
5085,No,48.1707,152.4952
5086,No,66.75709,147.4421
5087,No,57.50724,242.6143
5088,No,54.14957,172.4871
5089,No,70.42389,192.4705
5090,No,51.31462,257.6375
5091,No,63.24314,137.4684
5092,No,52.76082,230.1344
5093,No,67.04233,184.9785
5094,No,61.57078,225.1457
5095,No,67.56096,92.5018
5096,No,55.34066,127.482
5097,No,62.61777,139.9512
5098,No,70.33634,185.0077
5099,No,66.89101,162.497
5100,Yes,47.92804,240.1149
5101,No,69.46803,127.5112
5102,Yes,61.62341,235.1372
5103,No,58.51566,184.967
5104,No,55.2092,182.4676
5105,No,50.85526,147.4783
5106,No,64.17623,192.4705
5107,No,42.36505,172.4705
5108,No,53.07379,152.4579
5109,No,42.73326,142.4689
5110,No,49.50734,217.4702
5111,No,53.40027,149.9483
5112,No,47.96609,184.9634
5113,No,52.88029,192.4404
5114,No,58.16576,230.1051
5115,No,56.61608,200.1323
5116,No,53.61316,147.5031
5117,No,68.05033,159.9794
5118,No,42.36211,139.9678
5119,No,69.86769,127.4738
5120,No,64.37387,182.4653
5121,No,62.76356,124.9781
5122,No,54.55822,235.1372
5123,No,69.71458,142.5007
5124,No,39.23416,137.4392
5125,No,44.0309,127.4421
5126,No,67.76579,149.9483
5127,No,60.94251,149.9621
5128,No,70.52235,137.4872
5129,No,67.18331,125.0073
5130,No,60.38138,162.4526
5131,No,67.94243,212.6415
5132,No,56.69146,162.4526
5133,No,68.00474,172.4705
5134,No,69.91306,172.4885
5135,No,64.1621,252.6378
5136,No,45.45067,107.5286
5137,No,43.29117,139.9678
5138,Yes,60.93197,245.1283
5139,No,58.83809,242.6326
5140,No,61.35427,262.6106
5141,No,51.21873,212.6228
5142,No,63.47674,137.4836
5143,No,66.45525,174.9581
5144,No,56.12834,147.4783
5145,No,63.656,197.4945
5146,No,62.70697,104.9781
5147,No,54.09422,160.0013
5148,No,58.89846,129.9621
5149,No,63.24097,159.9349
5150,No,71.36133,235.1591
5151,No,52.61686,194.9882
5152,No,60.28236,147.4738
5153,No,68.6711,184.9785
5154,No,65.82455,162.4713
5155,No,50.18296,127.475
5156,No,71.51772,230.1051
5157,Yes,64.62378,257.6513
5158,No,68.76541,242.6326
5159,No,71.34414,104.9643
5160,Yes,49.26434,220.1149
5161,No,70.99222,159.9476
5162,No,46.28759,194.9663
5163,No,50.69979,172.4567
5164,No,70.59531,200.1185
5165,No,71.17531,172.4441
5166,No,59.67215,162.4538
5167,No,51.4346,184.967
5168,No,58.67524,194.9525
5169,No,69.17356,157.4698
5170,No,63.70781,119.9568
5171,No,71.84774,130.0064
5172,No,52.55673,127.4738
5173,No,59.29981,240.1149
5174,No,58.04171,149.9447
5175,No,60.46007,182.4833
5176,No,66.76084,162.5007
5177,Yes,54.97784,262.6106
5178,No,65.82541,230.1051
5179,No,62.03303,124.9781
5180,No,71.57982,117.4835
5181,No,40.35625,152.5022
5182,No,66.13511,127.4421
5183,Yes,52.62121,172.4404
5184,No,53.96248,137.4684
5185,No,67.06371,197.6288
5186,No,44.25204,182.4608
5187,No,69.15198,187.4811
5188,No,63.68805,127.4738
5189,No,64.71872,200.1652
5190,No,45.27484,137.4872
5191,No,63.05897,255.1372
5192,No,66.61075,147.4421
5193,No,66.46762,222.6326
5194,No,67.24501,210.1518
5195,Yes,59.05164,255.1665
5196,No,58.54344,242.6435
5197,No,54.83336,252.624
5198,No,67.20907,255.1336
5199,No,54.6947,212.6415
5200,No,42.22682,139.9512
5201,No,66.85703,204.9797
5202,No,61.73977,179.9794
5203,No,69.53069,204.9797
5204,No,63.74924,79.97886
5205,No,71.76842,127.4421
5206,No,69.05548,172.4848
5207,No,59.01526,182.49
5208,No,71.55342,184.9963
5209,No,70.70127,92.48802
5210,No,47.20955,232.6415
5211,No,69.16302,149.9378
5212,No,69.34472,245.132
5213,No,65.28334,114.9728
5214,No,56.51532,182.4676
5215,No,46.778,134.9509
5216,No,69.31083,214.9663
5217,No,71.03326,169.9378
5218,No,54.0433,265.1283
5219,No,69.28716,182.497
5220,No,64.91343,160.0122
5221,No,55.2288,242.6143
5222,No,67.49846,252.624
5223,No,66.09922,144.9889
5224,No,53.09491,139.965
5225,No,60.89236,152.4579
5226,No,68.3703,169.9378
5227,No,49.67201,127.475
5228,No,67.97011,220.1323
5229,No,56.99989,175.1331
5230,No,46.33817,149.9621
5231,No,60.16962,139.9816
5232,No,66.62742,124.9643
5233,No,65.28157,150.0208
5234,No,61.73934,152.509
5235,No,71.52864,114.9728
5236,No,59.59391,172.4848
5237,No,50.09799,219.9902
5238,No,67.60865,252.6378
5239,Yes,66.08159,235.1417
5240,No,69.55373,94.97283
5241,No,48.92152,172.4579
5242,No,57.37611,149.9447
5243,No,71.30457,162.4676
5244,Yes,37.45999,210.1051
5245,No,69.22588,257.6549
5246,No,54.91169,235.1372
5247,No,59.99095,147.4421
5248,No,65.28829,210.1051
5249,No,53.91548,192.4705
5250,No,46.23768,182.4676
5251,No,68.94384,255.1555
5252,No,67.75237,179.9656
5253,No,67.55257,129.9598
5254,No,55.81582,167.4564
5255,No,57.95857,147.4601
5256,No,63.85242,114.9728
5257,Yes,54.11264,270.1604
5258,No,69.03829,114.9509
5259,No,56.90852,149.989
5260,No,57.63594,174.9581
5261,No,70.54256,169.9447
5262,Yes,69.49734,222.6143
5263,No,65.61044,149.9845
5264,No,60.55602,149.9707
5265,No,70.20999,159.965
5266,No,68.06938,194.9992
5267,No,50.90386,222.6362
5268,Yes,50.49072,155.0084
5269,No,57.6618,222.6326
5270,No,70.25821,152.4579
5271,No,67.33169,152.4624
5272,No,60.83121,149.9447
5273,No,43.3907,187.4673
5274,No,59.238,137.4392
5275,No,43.1183,182.4433
5276,No,68.84751,255.1417
5277,No,68.95234,172.4705
5278,No,61.62973,167.4564
5279,No,70.30482,149.9598
5280,No,63.93531,159.965
5281,No,59.51347,214.9663
5282,No,51.57289,172.4705
5283,No,65.36022,142.4713
5284,No,67.81163,124.9643
5285,No,65.74132,127.475
5286,No,66.47928,149.9483
5287,No,52.03501,169.9378
5288,No,65.66869,169.9928
5289,No,62.10568,152.4742
5290,No,48.80775,147.4893
5291,No,50.65704,217.4702
5292,No,64.56659,149.9707
5293,No,49.66569,172.4871
5294,No,66.91884,172.4742
5295,No,58.73506,242.6326
5296,No,47.77439,159.9476
5297,No,61.25573,149.9378
5298,No,63.77494,124.9643
5299,No,44.23945,102.4746
5300,No,68.53091,112.4844
5301,No,45.03776,172.4733
5302,No,56.98256,92.48802
5303,No,69.49722,194.9699
5304,No,69.54744,159.9942
5305,Yes,47.01192,240.1149
5306,No,49.78137,169.9741
5307,No,56.47713,162.4608
5308,No,54.7128,149.9915
5309,No,67.429,137.4686
5310,No,64.13229,210.1051
5311,No,71.0031,242.6573
5312,No,52.61696,142.4713
5313,No,54.53026,144.9889
5314,No,60.11333,235.1417
5315,No,57.78386,235.1591
5316,No,70.59953,187.6422
5317,No,61.96895,204.9496
5318,No,58.42415,159.9512
5319,No,50.66574,194.9744
5320,No,60.26386,132.466
5321,No,67.78257,194.9992
5322,No,44.64514,277.6375
5323,No,66.61872,149.9915
5324,No,47.1075,162.4526
5325,No,67.24986,144.9607
5326,No,54.58835,169.9378
5327,No,52.71096,159.9476
5328,No,54.3819,147.4783
5329,No,48.21972,152.4624
5330,No,63.44795,114.9509
5331,No,64.38382,139.983
5332,No,53.77863,127.4601
5333,No,67.34157,149.9621
5334,No,52.42146,182.4676
5335,No,56.82113,169.9378
5336,No,58.7019,149.9447
5337,No,66.59235,204.9797
5338,No,53.71087,184.9634
5339,No,38.85837,127.4738
5340,No,67.05213,222.6326
5341,No,66.87947,149.9928
5342,No,52.3499,172.4555
5343,No,59.02827,207.6386
5344,No,65.49474,107.482
5345,No,68.57741,182.4433
5346,No,67.97593,142.4827
5347,No,59.52291,147.4564
5348,No,48.97044,142.4689
5349,No,52.52919,139.983
5350,No,61.18595,169.9671
5351,No,60.09421,152.466
5352,No,51.28687,255.1555
5353,No,56.83549,222.6362
5354,No,54.60704,119.9897
5355,No,54.07152,174.9744
5356,No,52.83276,92.45514
5357,No,68.72852,139.9512
5358,No,61.04844,152.4624
5359,No,65.02121,172.4404
5360,No,39.7266,134.9509
5361,No,54.10768,149.9776
5362,No,50.93618,142.4689
5363,Yes,49.18219,222.6609
5364,No,69.01301,217.484
5365,No,45.92294,114.9509
5366,No,62.10157,222.6281
5367,No,53.45259,172.4705
5368,No,43.80971,164.967
5369,No,50.58329,117.4686
5370,No,53.5973,159.9512
5371,No,47.99369,152.466
5372,No,69.86503,127.4958
5373,No,62.82387,192.4567
5374,No,63.2816,172.4624
5375,No,67.77122,137.4392
5376,No,53.92384,270.1604
5377,No,58.33561,159.9656
5378,No,62.76753,142.4713
5379,No,63.38899,152.4624
5380,No,71.41865,147.4564
5381,No,45.33017,139.9568
5382,No,45.84265,102.4746
5383,No,68.14471,175.1331
5384,No,55.75053,194.9699
5385,No,60.70517,165.0182
5386,No,58.86685,182.4608
5387,No,70.69408,242.6435
5388,No,54.03025,117.4872
5389,No,55.50904,127.4586
5390,No,59.50718,107.4806
5391,No,67.94385,232.6415
5392,No,62.27986,172.5034
5393,No,49.48328,164.967
5394,No,70.0669,200.1185
5395,No,52.20263,200.1323
5396,No,66.66268,227.4754
5397,No,71.45086,134.9801
5398,Yes,55.28921,187.6094
5399,No,57.56766,125.0073
5400,No,63.76818,149.9483
5401,No,65.24071,114.9838
5402,No,67.89759,175.0062
5403,No,56.716,159.9656
5404,No,68.83942,92.5018
5405,No,57.33843,184.9715
5406,No,43.41671,137.4836
5407,No,46.40554,252.624
5408,No,67.64041,159.9794
5409,No,59.21526,207.4754
5410,No,57.25147,172.4742
5411,No,61.72165,204.9634
5412,No,44.69494,162.5007
5413,No,54.50776,172.4579
5414,Yes,64.99757,217.484
5415,No,66.04097,222.6362
5416,No,69.2962,232.624
5417,No,57.77873,164.9715
5418,No,65.04247,187.6422
5419,No,66.09752,144.9607
5420,No,53.82378,117.4835
5421,No,45.54189,194.9699
5422,No,53.17302,79.97886
5423,No,61.50313,162.4713
5424,No,64.61766,227.4754
5425,No,65.52605,152.5104
5426,Yes,61.96091,210.127
5427,No,66.9628,192.4567
5428,No,60.91354,220.1149
5429,No,71.52256,112.4551
5430,No,67.39149,197.6288
5431,No,57.31946,142.4689
5432,No,71.93473,124.9643
5433,No,68.64996,132.466
5434,No,60.18407,149.9707
5435,No,58.32931,127.482
5436,No,50.05258,275.1336
5437,No,65.44764,114.9838
5438,No,68.65945,172.4404
5439,No,52.79234,129.9915
5440,No,62.59338,177.4945
5441,No,69.53443,179.9794
5442,No,49.96921,169.9447
5443,No,70.78918,104.9643
5444,No,57.74783,147.4421
5445,No,53.77634,124.9781
5446,No,53.34625,142.4713
5447,No,61.33997,194.9768
5448,No,65.78,232.652
5449,No,66.47606,225.1457
5450,No,65.83332,162.4538
5451,No,65.04596,184.967
5452,No,42.31228,192.4404
5453,No,38.28807,169.9671
5454,No,49.90782,159.9942
5455,No,52.00223,172.4555
5456,No,69.51253,162.447
5457,No,39.01296,139.9568
5458,No,55.26536,275.1198
5459,Yes,47.02878,277.6513
5460,No,57.76017,162.447
5461,Yes,58.23726,214.9525
5462,No,70.4859,119.9568
5463,No,67.82145,232.6228
5464,No,53.04753,265.1283
5465,No,50.90725,207.4673
5466,No,68.90613,164.9647
5467,No,48.20538,105.011
5468,No,65.26303,252.624
5469,No,61.3125,152.5022
5470,No,60.25968,137.4392
5471,No,57.81554,137.4836
5472,No,67.8576,130.0064
5473,No,51.55857,139.9875
5474,No,66.10268,184.9634
5475,No,70.65651,124.9781
5476,No,59.23589,242.6281
5477,No,68.1383,200.1323
5478,No,59.27489,152.4798
5479,No,63.59925,139.9816
5480,No,54.13164,182.4433
5481,No,49.8342,92.5018
5482,No,67.31834,114.9728
5483,No,50.33619,232.6228
5484,No,43.77028,275.1336
5485,No,62.5003,124.9607
5486,No,38.54459,192.4404
5487,No,59.51288,149.9621
5488,No,53.46837,184.9496
5489,No,67.2235,192.4705
5490,No,62.16298,137.4392
5491,No,55.90679,252.6378
5492,No,68.37005,162.4676
5493,No,63.04335,182.4608
5494,No,62.90729,210.1563
5495,No,63.42204,160.0122
5496,No,68.74532,94.97283
5497,Yes,49.30275,174.9699
5498,No,70.72564,220.1185
5499,No,52.16336,139.965
5500,No,65.52904,150.007
5501,No,65.33592,139.9979
5502,No,68.96904,242.6281
5503,No,48.03427,159.9942
5504,No,61.38844,265.1283
5505,No,45.6394,187.4847
5506,No,64.45957,152.466
5507,No,57.08448,107.482
5508,No,71.44192,149.9913
5509,No,57.37827,137.4836
5510,No,63.96491,174.9768
5511,No,62.11401,184.967
5512,No,48.49962,130.0244
5513,No,55.0447,169.9447
5514,No,67.19559,127.525
5515,No,52.03938,232.624
5516,No,62.40564,174.9755
5517,No,57.49209,129.9778
5518,Yes,67.16512,275.1336
5519,No,56.9918,124.9781
5520,Yes,62.85596,232.6378
5521,No,53.22972,162.4827
5522,No,67.11808,117.4872
5523,No,62.01898,172.4555
5524,No,64.8122,207.6094
5525,Yes,64.26152,242.6106
5526,No,68.68481,207.6094
5527,No,65.64814,144.9607
5528,No,68.85746,137.4698
5529,No,70.634,147.4601
5530,No,41.51958,167.4847
5531,No,58.64675,152.4555
5532,No,58.52603,197.4876
5533,No,69.78436,137.4392
5534,No,57.81671,160.0013
5535,No,56.54286,140.0049
5536,No,65.41235,197.5169
5537,No,66.63528,127.4421
5538,No,66.17528,117.4835
5539,No,59.6877,125.0073
5540,No,60.83302,162.4827
5541,Yes,52.41441,232.6228
5542,No,71.08539,149.9778
5543,No,45.18454,184.9963
5544,No,64.16494,127.475
5545,No,44.81075,162.4653
5546,No,60.9767,124.9781
5547,No,51.32084,119.9897
5548,No,66.91612,194.9992
5549,No,47.4558,159.9642
5550,No,65.73734,222.6362
5551,No,59.01535,149.9483
5552,No,58.60767,172.4579
5553,No,61.38199,162.447
5554,No,48.35393,132.466
5555,No,71.9076,152.5022
5556,No,51.17826,112.4551
5557,No,63.05008,139.9568
5558,No,43.2487,242.6326
5559,No,61.92686,164.967
5560,No,43.29451,179.9476
5561,No,53.66219,227.4754
5562,No,38.71974,112.4551
5563,No,69.05558,222.6143
5564,No,56.09481,212.6228
5565,No,68.03309,222.6792
5566,No,61.22216,117.4835
5567,Yes,41.8312,187.6094
5568,No,65.33504,105.011
5569,No,71.03451,117.5015
5570,No,61.42037,210.1518
5571,No,71.79134,162.4689
5572,No,64.48138,232.624
5573,No,52.98075,204.9634
5574,No,62.20987,162.4676
5575,No,64.41881,242.6143
5576,No,62.84931,102.4746
5577,No,59.86174,142.5007
5578,No,59.2505,162.4653
5579,No,66.00861,220.1615
5580,No,41.09169,169.9378
5581,No,70.73353,124.9643
5582,Yes,62.01927,252.6378
5583,No,63.28283,192.4404
5584,No,52.98033,215.1591
5585,No,58.67143,220.1185
5586,No,62.65335,114.9838
5587,Yes,60.34933,212.6415
5588,No,40.35976,160.0013
5589,No,70.49798,140.0342
5590,No,69.7635,79.97886
5591,No,61.02521,187.4974
5592,No,58.2745,270.1604
5593,No,65.49323,149.9378
5594,No,62.79035,127.5067
5595,No,41.58309,194.9882
5596,Yes,47.99239,265.1283
5597,No,48.29494,107.4806
5598,No,43.00021,147.4421
5599,No,59.60867,182.4676
5600,No,67.91991,104.9643
5601,No,60.99804,235.1591
5602,No,60.40651,162.5299
5603,No,47.17819,119.9568
5604,No,68.83272,124.9781
5605,No,53.49141,149.9598
5606,Yes,57.27044,257.6375
5607,No,59.43102,184.9647
5608,Yes,39.61469,175.1331
5609,No,61.47987,172.4579
5610,No,58.54353,130.0244
5611,No,49.7446,152.4742
5612,No,66.00869,124.9607
5613,No,70.02121,165.0182
5614,No,60.81561,242.6281
5615,No,60.5779,129.9915
5616,No,51.58472,149.9598
5617,No,55.31656,245.132
5618,No,63.30929,137.4392
5619,No,53.27752,182.4433
5620,No,65.90305,262.6106
5621,No,60.87582,210.127
5622,No,66.0517,242.6435
5623,No,57.31571,160.0013
5624,No,58.97505,194.9663
5625,No,62.37954,92.5018
5626,No,70.56358,177.4876
5627,No,65.07415,127.4586
5628,No,56.20378,112.4844
5629,No,54.2897,162.5119
5630,No,60.15898,174.9755
5631,No,61.84801,184.9647
5632,No,56.9978,140.0013
5633,No,46.30619,137.4872
5634,No,66.7449,152.4579
5635,No,65.29309,139.9512
5636,No,58.05485,124.9643
5637,No,56.79909,149.9913
5638,No,71.93174,129.9915
5639,No,59.85396,182.4833
5640,Yes,69.32327,184.9797
5641,No,61.0911,147.4564
5642,No,64.91322,172.4555
5643,No,67.93291,252.6378
5644,No,47.64072,169.9378
5645,No,71.3084,117.472
5646,No,65.21792,187.6422
5647,No,48.98002,147.4713
5648,No,64.19627,149.9447
5649,No,71.71986,174.9919
5650,No,67.1766,129.9483
5651,No,61.91778,222.6362
5652,Yes,48.08209,245.1283
5653,No,41.94323,140.0013
5654,No,50.58158,127.4887
5655,No,65.83916,139.9512
5656,Yes,57.40724,220.1149
5657,No,71.9056,174.9699
5658,No,60.76709,127.4738
5659,No,66.22209,127.4783
5660,No,61.18403,187.4847
5661,No,54.65604,172.4624
5662,No,66.15315,159.9942
5663,No,68.76753,115.0021
5664,No,54.8774,149.9378
5665,No,67.0795,232.6228
5666,No,65.32463,187.4673
5667,No,52.14985,129.9621
5668,Yes,42.6954,235.1555
5669,No,45.59475,159.9476
5670,No,58.42233,227.4754
5671,No,71.55357,192.4404
5672,No,71.04194,252.624
5673,No,66.77188,162.497
5674,No,57.50673,125.0073
5675,No,61.60654,149.9483
5676,No,68.00844,92.5018
5677,No,70.41492,139.9861
5678,No,68.32614,129.9598
5679,No,54.71778,172.4404
5680,No,39.13842,134.9509
5681,No,57.49365,142.4713
5682,No,60.23114,127.4586
5683,No,47.55305,169.9447
5684,No,67.72122,275.1198
5685,No,61.94735,277.6513
5686,No,68.29684,179.9794
5687,No,70.30403,147.4421
5688,No,37.5005,149.9928
5689,No,60.34404,169.9447
5690,No,57.36372,159.9512
5691,No,57.50491,142.4526
5692,No,42.67725,214.9525
5693,No,65.4426,147.4601
5694,No,63.15946,149.9776
5695,No,65.60287,149.9928
5696,No,70.70015,114.9509
5697,No,71.4064,202.4433
5698,No,51.61804,232.6415
5699,No,67.40482,117.4858
5700,No,70.62907,127.475
5701,No,70.64297,265.1283
5702,No,61.78729,247.6647
5703,No,66.54232,152.5022
5704,No,63.06195,124.9781
5705,No,70.22928,197.484
5706,No,63.06098,150.0208
5707,Yes,56.31481,255.1372
5708,No,55.69627,210.1563
5709,No,66.00149,240.1149
5710,No,60.37442,172.4705
5711,No,66.19811,149.9741
5712,No,47.6364,159.9942
5713,No,54.69435,257.6841
5714,No,63.05421,172.4404
5715,No,54.78051,132.466
5716,No,55.38418,159.983
5717,No,47.40586,149.989
5718,No,65.45306,187.4811
5719,No,71.7712,127.4887
5720,No,69.15481,137.4872
5721,No,54.67054,167.4564
5722,No,51.48861,202.4433
5723,No,61.0588,157.4698
5724,No,57.65975,117.4686
5725,No,53.12753,182.4653
5726,No,70.49565,139.9349
5727,No,50.42623,172.4579
5728,No,58.74129,127.4958
5729,No,52.65622,182.497
5730,No,54.01225,79.97886
5731,No,65.95332,142.4713
5732,No,63.01903,139.9349
5733,No,71.00745,132.466
5734,No,71.02256,104.9781
5735,No,42.80596,255.1336
5736,No,62.15286,172.4579
5737,No,50.89715,229.9931
5738,No,57.20095,159.9512
5739,No,64.98806,162.4653
5740,No,60.32779,137.4872
5741,No,64.47076,159.9476
5742,No,60.16687,172.4567
5743,No,69.76805,162.4653
5744,No,64.44445,112.4844
5745,No,71.00882,187.4811
5746,No,67.93006,255.1198
5747,Yes,52.51777,235.1417
5748,No,69.5048,184.9785
5749,No,43.86844,152.4907
5750,No,64.44732,149.9447
5751,No,64.12634,139.983
5752,No,61.80743,129.9483
5753,No,59.71663,147.4738
5754,No,66.60766,144.9889
5755,No,60.8744,137.4686
5756,No,47.43916,129.9483
5757,No,62.04664,114.9509
5758,No,62.56058,132.4798
5759,No,66.05097,222.65
5760,No,62.75224,107.4958
5761,No,57.13921,134.9801
5762,No,70.97645,112.4551
5763,No,51.27317,159.9476
5764,No,67.75314,267.6427
5765,Yes,52.29353,175.1331
5766,No,54.7075,114.9509
5767,No,61.74103,149.9621
5768,No,65.12119,262.6106
5769,No,54.76926,225.1786
5770,No,70.18932,232.6378
5771,No,61.30642,129.9915
5772,No,63.28674,139.9349
5773,No,59.1618,114.9728
5774,No,58.78687,139.983
5775,No,65.70769,265.1283
5776,No,63.45489,184.9496
5777,No,68.41013,169.9447
5778,No,70.23949,172.4624
5779,Yes,56.32645,235.1417
5780,No,57.67289,114.9658
5781,No,60.82718,247.6647
5782,No,69.76544,127.4887
5783,No,66.63219,127.4421
5784,No,70.34319,137.4392
5785,No,61.75654,102.4746
5786,No,60.34007,182.4608
5787,No,44.02354,119.9897
5788,No,63.66434,107.4958
5789,No,61.62652,179.9794
5790,No,70.17488,192.4404
5791,No,61.29358,104.9923
5792,No,68.01745,112.4551
5793,No,69.68705,207.6094
5794,No,67.65646,162.5299
5795,No,50.09295,137.4836
5796,No,47.99043,175.1331
5797,No,69.14535,127.5112
5798,No,47.91787,119.9568
5799,No,65.87412,147.4421
5800,No,59.66274,112.4551
5801,No,58.50278,104.9629
5802,No,61.54602,174.9755
5803,No,66.99754,192.4885
5804,No,69.74139,149.9598
5805,No,58.91354,204.9496
5806,No,67.61943,149.9598
5807,No,51.22671,104.9643
5808,No,59.94889,162.4538
5809,No,70.31022,162.5299
5810,No,59.6057,182.447
5811,No,44.89823,194.9768
5812,No,50.98192,169.9378
5813,No,56.88725,182.4433
5814,No,61.33886,164.967
5815,No,47.96511,117.5152
5816,Yes,54.23273,252.624
5817,No,57.78109,124.9643
5818,No,67.90183,252.6378
5819,No,62.24788,104.9781
5820,No,66.70369,137.4684
5821,No,62.32519,174.9919
5822,No,60.04073,159.9512
5823,No,68.07677,147.4421
5824,No,59.79068,129.9621
5825,No,58.09895,139.9349
5826,No,62.11937,149.9598
5827,No,44.39429,152.4798
5828,No,71.30912,235.1884
5829,No,62.04916,139.965
5830,No,67.19295,154.9919
5831,No,63.28078,187.656
5832,No,71.58072,129.9483
5833,No,68.63236,114.9509
5834,No,65.3851,165.0182
5835,No,64.12772,139.9678
5836,No,69.97238,245.147
5837,Yes,57.44027,245.1612
5838,No,50.46018,177.4876
5839,No,62.18037,184.9647
5840,No,61.82935,139.9875
5841,No,60.69462,114.9976
5842,No,61.85233,214.9525
5843,No,57.17893,124.9781
5844,No,69.95421,82.49655
5845,No,59.21586,139.983
5846,No,69.09557,149.9913
5847,Yes,47.83008,255.1372
5848,No,71.39166,187.6094
5849,Yes,63.07092,222.6362
5850,No,53.75074,202.6362
5851,No,63.67009,159.9349
5852,No,40.76616,184.9963
5853,No,60.54883,149.9707
5854,No,54.24636,149.9913
5855,No,62.39739,117.472
5856,No,67.29466,114.9838
5857,No,68.14379,127.4738
5858,No,69.29855,192.4885
5859,No,47.78655,172.4441
5860,No,48.44746,192.4404
5861,Yes,44.99139,257.6513
5862,No,57.56205,169.9928
5863,No,70.00887,172.4441
5864,No,38.05187,194.9768
5865,No,67.20585,152.4441
5866,No,55.3519,179.9794
5867,Yes,65.67374,210.1051
5868,No,64.11549,152.4441
5869,No,65.31603,172.4441
5870,No,39.5421,127.525
5871,No,61.59822,152.4798
5872,No,71.83398,129.9778
5873,No,71.0114,192.4885
5874,Yes,64.60644,255.1198
5875,No,50.77685,129.9915
5876,No,61.00152,229.9931
5877,No,60.92178,114.9509
5878,No,64.63019,192.4404
5879,No,66.9541,217.4725
5880,No,71.80429,137.4686
5881,No,37.04125,149.9447
5882,Yes,46.55404,220.1185
5883,No,65.54969,204.9634
5884,No,57.18854,159.983
5885,No,44.89729,172.4567
5886,No,69.90673,117.4872
5887,No,58.9945,140.0013
5888,No,62.94907,144.9607
5889,No,64.07956,184.967
5890,No,46.55143,129.9621
5891,Yes,40.7843,172.4567
5892,No,56.03048,167.4564
5893,No,68.89551,152.4798
5894,No,66.94288,182.4676
5895,No,66.52284,127.482
5896,No,56.28159,139.9792
5897,No,62.11875,174.9768
5898,Yes,61.2541,242.6106
5899,No,50.76733,129.9915
5900,No,71.82846,174.9618
5901,No,70.73486,154.9618
5902,No,40.12358,202.65
5903,No,55.67612,107.5286
5904,No,67.97028,127.4958
5905,No,48.31617,159.9794
5906,No,68.88054,184.9647
5907,No,65.48947,92.45514
5908,No,56.81183,159.9349
5909,No,58.09792,132.466
5910,No,69.83332,129.9915
5911,No,66.31056,137.4978
5912,Yes,40.13259,267.6427
5913,No,71.11315,92.45514
5914,No,51.83337,137.4872
5915,No,66.16845,210.1051
5916,No,44.47594,209.9931
5917,Yes,41.92048,275.1336
5918,No,69.90151,102.4746
5919,No,65.07074,225.132
5920,No,61.10961,194.9663
5921,Yes,60.97795,257.6513
5922,No,65.51642,194.9744
5923,No,61.83914,104.9629
5924,No,52.89423,139.965
5925,No,60.04495,230.1051
5926,No,53.80449,184.9647
5927,No,65.06381,137.4872
5928,No,53.4492,242.6106
5929,No,60.85074,92.45514
5930,No,58.25985,127.5112
5931,No,56.83604,127.4421
5932,No,70.16829,129.9598
5933,No,52.66447,194.9581
5934,No,58.238,192.4567
5935,No,54.77909,200.1185
5936,No,71.16283,192.4404
5937,No,58.27269,160.0013
5938,No,68.41303,142.4526
5939,No,44.75355,169.9741
5940,No,56.20194,149.9621
5941,No,46.60224,107.4958
5942,No,67.71178,114.9728
5943,No,69.67895,212.6228
5944,No,69.28827,177.6508
5945,No,58.66502,114.9838
5946,No,57.94445,232.6707
5947,No,52.54837,79.97886
5948,No,69.96694,149.9845
5949,No,60.37982,215.1591
5950,No,66.17964,124.9607
5951,No,55.24695,149.9776
5952,No,56.63276,114.9838
5953,No,56.53361,114.9509
5954,No,46.82488,162.4538
5955,No,54.62225,104.9629
5956,No,66.32483,149.9928
5957,No,70.28188,137.4684
5958,No,39.54414,149.9707
5959,No,55.47474,157.4698
5960,No,56.12583,134.9509
5961,Yes,61.77794,212.6228
5962,No,69.8304,162.4653
5963,No,70.35146,114.9728
5964,No,52.70133,194.9699
5965,No,66.69393,277.6513
5966,No,56.51994,182.4433
5967,No,47.22872,172.4555
5968,No,60.6298,159.9349
5969,No,68.37603,134.9509
5970,No,69.36054,132.4798
5971,No,65.61605,112.4844
