Population,Area,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
1013,Urban,2,22,30630.9,Not_Married,Male,False,9.312624,12,0,2,False,Month-to-month,False,True,DSL,True,False,False,True,False,True,False,True,True,Auto,62.46678,162.447,6021.120111
654,Rural,2,49,29261.45,Not_Married,Female,False,16.8438,12,1,0,False,Month-to-month,False,False,DSL,True,True,True,True,False,False,False,True,False,Auto,71.52189,184.961,6735.098237
680,Rural,1,88,30819.18,Not_Married,Female,False,9.525285,14,0,3,True,Two Year,True,False,DSL,True,True,False,False,False,False,False,False,True,Auto,69.87194,124.9607,6112.379667
359,Rural,1,52,50181.69,Not_Married,Male,False,7.432898,11,1,1,False,Month-to-month,True,False,None,True,False,False,True,False,False,False,True,False,Auto,54.60066,137.4616,4829.62672
22744,Suburban,1,40,115239.5,Married,Male,False,8.77415,17,0,0,False,Month-to-month,True,True,None,True,False,False,True,False,False,False,False,True,Auto,48.95286,102.4746,4246.521336
34,Suburban,2,35,19755.4,Not_Married,Male,False,10.0507,12,1,0,False,Month-to-month,True,True,DSL,True,False,False,False,False,False,False,False,True,Auto,66.58949,92.45514,6058.310861
2801,Suburban,4,87,38556.54,Married,Female,False,6.464421,12,2,0,False,Month-to-month,True,False,DSL,False,True,False,False,True,False,False,True,True,Auto,63.40077,172.4705,5922.604676
639,Urban,3,49,61396.06,Not_Married,Female,False,9.126135,8,3,1,False,Two Year,True,True,DSL,True,False,True,True,True,False,False,True,False,Auto,61.28932,164.9785,5940.643763
2215,Suburban,0,83,14571.81,Not_Married,Female,False,13.61762,14,2,2,True,Month-to-month,False,False,DSL,True,False,False,True,False,True,True,False,False,Auto,68.15887,152.4441,6179.798997
13805,Rural,0,40,25993.77,Not_Married,Male,True,13.25194,13,1,1,False,Two Year,False,False,DSL,True,True,True,False,True,False,True,True,False,Auto,56.95876,235.1555,5845.571509
2357,Rural,3,72,27744.81,Not_Married,Female,False,13.90534,10,2,1,False,One year,True,False,Fiber Optic,True,False,False,True,False,False,True,False,True,Auto,62.77848,159.9349,5449.543139
0,Rural,2,51,42934.29,Not_Married,Female,False,14.55919,12,1,0,False,Month-to-month,True,False,Fiber Optic,True,True,False,True,True,False,False,True,False,Check,64.54916,214.9663,5753.65882
2166,Urban,4,81,34424.64,Not_Married,Male,False,9.467759,6,1,1,False,Month-to-month,True,True,DSL,True,False,True,False,True,False,False,False,True,Check,55.42423,107.4958,5214.554943
1177,Rural,3,68,121118.5,Not_Married,Female,False,7.705812,12,3,0,False,Two Year,False,False,DSL,True,False,False,True,False,True,True,False,False,Auto,64.61204,152.4441,6030.712542
10777,Suburban,1,49,39126.86,Not_Married,Female,False,9.850163,9,0,1,True,One year,False,False,None,True,False,False,False,False,False,False,True,False,Auto,67.15389,114.9658,5691.770997
519,Urban,1,42,8817.04,Not_Married,Female,False,10.47985,13,0,0,False,One year,True,True,DSL,False,True,True,False,False,False,True,True,True,Auto,56.42112,222.6326,5693.54601
3547,Suburban,1,36,16327.69,Married,Female,False,15.61183,14,1,0,True,One year,True,True,DSL,True,False,False,False,True,True,True,False,False,Auto,64.16811,142.4713,6028.840796
2755,Rural,1,82,44373.59,Not_Married,Male,False,6.53143,17,0,0,False,One year,False,False,DSL,True,False,False,False,False,False,False,True,True,Auto,67.49275,127.4421,6107.121136
3245,Urban,1,24,23800.51,Not_Married,Female,False,14.46492,14,1,0,False,One year,False,True,DSL,True,True,False,False,False,False,False,True,False,Auto,67.99357,159.9476,6327.983433
1268,Rural,0,24,5625.39,Not_Married,Male,False,5.290061,7,2,0,True,Month-to-month,False,False,DSL,True,False,False,False,False,True,True,True,True,Auto,61.72696,200.1185,6060.749169
73671,Rural,2,53,28119.92,Not_Married,Female,False,9.034088,6,1,0,True,Month-to-month,True,False,Fiber Optic,True,False,True,True,False,False,True,False,True,Auto,50.36108,162.4526,4538.800188
733,Suburban,3,22,44598.46,Not_Married,Male,False,14.00738,11,3,1,False,Month-to-month,True,False,Fiber Optic,True,True,True,False,False,True,False,False,False,Auto,49.04885,159.9875,4432.458176
2589,Urban,2,63,24767.05,Not_Married,Nonbinary,True,10.79896,15,1,0,False,Month-to-month,True,False,DSL,True,True,False,True,True,True,True,True,True,Auto,63.41331,267.6427,6297.599869
8149,Urban,3,36,36890.17,Not_Married,Female,False,11.25565,8,0,0,False,Month-to-month,False,False,DSL,True,True,False,True,True,False,True,True,True,Auto,57.54902,255.1336,5971.138391
3370,Suburban,3,88,38674.2,Not_Married,Male,False,9.283484,16,0,0,True,Two Year,False,False,Fiber Optic,True,True,True,True,False,False,False,True,True,Auto,50.22175,204.961,4561.520294
8060,Rural,4,69,13944.19,Not_Married,Male,False,8.590039,15,0,0,False,One year,True,False,DSL,True,True,True,True,True,False,False,True,False,Auto,53.66326,197.484,5435.229637
3223,Rural,1,39,57290.83,Not_Married,Male,False,12.91232,12,0,0,False,One year,False,True,None,True,True,False,True,False,False,True,True,True,Auto,40.35081,230.1344,4038.962601
1539,Urban,3,82,22121.83,Not_Married,Female,False,10.12157,18,2,2,True,Two Year,False,False,Fiber Optic,True,False,True,False,False,False,False,True,True,Auto,67.73428,149.9598,5767.903799
1077,Urban,0,39,55044.0,Not_Married,Male,False,15.49091,10,0,1,True,Two Year,False,False,DSL,False,False,False,False,False,False,False,True,False,Check,55.76068,127.4421,5256.017788
4846,Urban,3,88,29803.1,Not_Married,Male,False,12.36929,12,2,0,True,Month-to-month,True,False,Fiber Optic,True,False,True,True,True,True,True,False,False,Auto,68.24302,187.4847,6056.563368
6772,Rural,0,64,28409.36,Not_Married,Female,False,9.8446,11,0,0,False,One year,True,True,DSL,True,False,False,False,False,True,False,True,True,Auto,56.736,139.9512,5176.004699
3636,Suburban,3,49,5666.72,Not_Married,Nonbinary,False,13.62609,13,1,0,False,One year,False,False,Fiber Optic,True,False,False,False,False,False,False,True,False,Auto,43.51717,147.4421,3812.770109
391,Rural,4,30,35026.08,Not_Married,Female,False,11.09976,17,0,1,True,Two Year,True,False,None,True,True,False,False,False,False,False,False,True,Check,58.6209,112.4844,5059.515014
1400,Rural,4,29,16759.04,Not_Married,Male,False,8.06448,12,1,0,True,One year,True,True,DSL,True,True,False,True,False,False,True,False,False,Auto,56.86301,172.4404,5669.10693
4929,Rural,1,47,167846.0,Not_Married,Nonbinary,False,13.44364,7,3,1,False,One year,False,False,DSL,True,True,False,False,True,True,False,True,True,Check,62.6686,184.9797,5901.89928
10440,Suburban,6,64,39291.83,Not_Married,Female,False,5.482207,12,1,3,False,Month-to-month,True,True,Fiber Optic,True,True,False,False,False,True,False,False,True,Check,47.65726,157.4698,4115.596496
541,Urban,1,41,102609.3,Not_Married,Male,False,11.8484,11,2,0,False,Month-to-month,True,False,None,True,False,False,False,True,False,False,False,True,Check,58.26304,92.5018,4997.254175
393,Urban,0,67,21294.02,Not_Married,Male,False,2.478941,12,0,0,False,Month-to-month,True,False,Fiber Optic,True,True,True,True,True,False,False,False,True,Check,64.7292,182.497,5652.192603
110,Suburban,1,89,45697.72,Married,Male,False,5.741968,15,3,0,False,Month-to-month,False,True,None,True,False,True,False,True,False,False,False,False,Auto,49.28233,95.01949,4179.222967
37906,Rural,3,52,22036.29,Not_Married,Male,False,9.278338,10,0,0,False,Month-to-month,True,False,Fiber Optic,True,False,False,False,False,False,False,False,True,Auto,60.15262,112.4551,5092.44112
2288,Rural,4,65,132149.5,Not_Married,Female,False,6.167016,10,1,0,False,Two Year,False,True,Fiber Optic,True,False,True,True,True,True,True,True,False,Auto,47.34761,257.6549,4665.041877
361,Suburban,1,34,113595.2,Not_Married,Male,False,6.300198,8,1,2,False,Two Year,False,False,DSL,True,False,False,True,True,True,True,True,True,Check,63.66258,235.1372,6396.483969
738,Rural,0,70,41978.12,Not_Married,Female,False,13.47145,10,1,0,False,One year,True,False,DSL,True,False,True,False,True,True,False,True,True,Auto,58.41511,154.9919,5454.264521
36,Rural,0,71,82500.7,Not_Married,Male,False,15.10392,11,1,0,False,One year,False,False,DSL,True,False,False,True,True,False,True,False,False,Check,71.01166,152.4579,6580.770491
60,Suburban,4,79,38645.01,Married,Female,False,11.37166,12,0,0,False,Two Year,False,False,DSL,True,True,False,False,False,False,True,False,True,Check,64.37976,149.9447,5980.037893
1103,Suburban,9,29,52658.25,Married,Nonbinary,False,11.97729,12,1,0,False,Month-to-month,True,True,DSL,True,True,False,True,False,True,False,False,True,Auto,65.48954,159.9656,6287.497445
9353,Urban,0,62,38157.4,Not_Married,Male,True,10.46838,17,0,0,False,Month-to-month,True,False,Fiber Optic,True,True,True,False,True,True,True,True,False,Auto,59.16267,267.6647,5544.854265
1597,Suburban,6,69,51826.63,Not_Married,Female,False,13.51163,13,0,3,False,Month-to-month,True,True,Fiber Optic,True,True,True,True,False,False,False,True,True,Auto,71.73306,204.961,6396.472998
94,Suburban,3,56,12490.92,Not_Married,Female,False,11.98659,12,1,0,False,Two Year,True,False,Fiber Optic,True,False,False,False,False,True,True,True,True,Auto,66.95572,220.1185,6016.072225
17563,Urban,0,18,14551.81,Not_Married,Female,False,7.594244,12,2,0,False,Month-to-month,True,False,Fiber Optic,True,True,False,False,True,True,False,True,True,Auto,57.50554,204.9797,5133.478559
12726,Urban,3,62,24503.38,Married,Female,False,9.720852,10,0,0,False,One year,True,False,DSL,False,False,True,True,False,False,True,False,True,Auto,49.40477,142.4526,4875.213905
2334,Rural,1,79,45578.06,Married,Female,False,16.98002,12,1,0,True,Month-to-month,False,False,None,False,False,False,True,False,False,True,False,False,Auto,59.97525,127.4586,5135.332591
14323,Urban,3,66,17812.53,Not_Married,Female,False,7.626965,13,1,0,False,One year,True,True,None,False,True,False,False,False,True,True,False,False,Auto,55.40938,149.9776,4847.690335
2285,Urban,2,59,2131.71,Married,Female,False,9.339435,14,2,1,False,Month-to-month,False,False,Fiber Optic,True,True,False,True,False,False,True,False,False,Auto,56.84855,192.4404,5047.446061
362,Rural,4,63,28635.7,Married,Male,False,8.696232,11,2,0,False,Month-to-month,False,False,Fiber Optic,True,False,True,True,False,True,False,True,False,Auto,67.89181,184.9647,6054.489807
32096,Rural,4,89,25195.84,Not_Married,Female,False,6.900377,11,0,0,False,Two Year,True,False,DSL,True,False,False,True,False,True,False,False,True,Auto,44.75964,127.4601,4170.169733
5370,Urban,1,77,69959.26,Married,Female,False,8.583757,14,0,1,False,Two Year,False,False,DSL,False,True,True,True,True,True,True,False,True,Auto,65.79896,199.9902,6269.18922
51447,Urban,2,54,54835.61,Not_Married,Female,True,5.077546,9,0,1,False,Month-to-month,False,False,DSL,False,True,True,False,True,False,True,True,True,Auto,50.07284,235.1555,5249.968921
4731,Suburban,0,44,51321.51,Not_Married,Female,False,9.718876,16,0,0,False,Two Year,True,True,None,True,False,False,False,False,False,True,False,True,Check,59.81234,104.9629,5111.961455
3079,Suburban,2,58,129787.2,Not_Married,Male,False,11.66849,11,0,0,False,Two Year,False,False,Fiber Optic,True,False,False,False,False,False,False,False,True,Auto,57.1124,112.4551,4792.875751
1630,Urban,1,59,54797.32,Not_Married,Female,False,12.12235,10,2,0,False,Month-to-month,False,False,DSL,True,True,False,True,True,True,False,False,True,Auto,63.99841,172.4885,5909.655057
33626,Suburban,3,65,39713.66,Not_Married,Female,False,11.02239,10,1,0,False,One year,True,False,Fiber Optic,True,False,True,False,False,False,False,True,False,Auto,60.16638,149.9598,5203.543626
779,Urban,0,40,38060.22,Married,Female,False,9.735735,10,1,0,False,Two Year,False,True,DSL,True,True,False,False,True,True,False,False,True,Auto,68.96601,149.9928,6254.208798
657,Suburban,4,40,57602.95,Not_Married,Nonbinary,False,10.31317,11,2,2,False,Month-to-month,False,True,None,True,True,True,False,True,True,False,True,True,Auto,55.66796,175.0211,5105.294837
19717,Urban,1,62,39021.86,Married,Female,False,12.17226,10,1,0,False,One year,False,True,DSL,True,False,False,True,True,False,True,True,False,Check,60.78156,222.6281,6017.240403
13490,Urban,0,43,25767.04,Not_Married,Female,False,8.98383,7,0,0,False,Month-to-month,False,True,DSL,True,False,True,True,False,True,True,False,False,Check,56.56567,154.9618,5436.225993
4654,Suburban,3,57,20664.99,Not_Married,Female,True,9.137722,11,1,0,True,Month-to-month,True,True,DSL,True,True,False,True,False,False,True,True,False,Auto,62.36767,242.6106,6211.970512
203,Suburban,3,33,27751.19,Not_Married,Female,False,11.38655,14,2,0,False,Month-to-month,True,True,None,True,True,False,True,False,False,False,True,True,Auto,55.28091,169.9671,4998.892491
70614,Rural,1,65,8565.31,Not_Married,Male,False,5.214198,15,3,1,False,Month-to-month,True,True,None,True,True,False,False,True,True,False,False,False,Check,64.10363,137.5165,5473.406858
1458,Urban,0,27,13080.72,Not_Married,Male,False,10.22828,12,0,1,False,Month-to-month,True,True,DSL,True,True,False,False,False,False,True,False,False,Check,61.53705,149.9447,5841.516274
11346,Urban,0,41,26235.49,Not_Married,Female,False,9.439823,15,0,0,False,Month-to-month,False,False,Fiber Optic,True,True,True,False,False,True,False,False,True,Auto,68.33092,159.9875,5775.455429
708,Urban,1,33,20782.65,Not_Married,Female,False,12.48501,12,0,0,False,Two Year,False,False,Fiber Optic,True,False,True,True,True,False,False,True,True,Auto,68.87727,184.9785,6139.778068
80264,Suburban,9,57,12457.29,Married,Male,False,3.788229,15,2,0,True,Month-to-month,False,False,DSL,True,False,False,True,False,True,False,False,True,Auto,67.20609,127.4601,6350.509594
10246,Urban,1,21,11464.09,Not_Married,Male,False,10.043,14,2,1,False,One year,True,True,Fiber Optic,True,True,True,False,True,False,True,True,True,Auto,56.53318,255.1555,5490.285527
17713,Rural,1,27,103510.7,Not_Married,Female,False,10.87256,11,3,0,False,Two Year,True,False,DSL,True,False,False,True,False,True,False,False,True,Auto,63.67919,127.4601,5831.318891
57306,Suburban,2,27,79197.42,Not_Married,Male,False,6.897334,13,0,0,True,Two Year,True,False,DSL,True,False,False,False,True,False,True,False,True,Auto,71.65389,129.9621,6745.232916
10238,Suburban,2,84,105193.1,Not_Married,Male,False,7.132554,9,0,0,False,Two Year,False,False,Fiber Optic,True,False,True,False,True,False,False,True,False,Auto,44.55455,162.4827,3998.697285
2033,Rural,0,57,64728.95,Not_Married,Male,False,11.0201,12,0,0,False,One year,True,False,Fiber Optic,True,True,False,False,True,False,False,False,True,Auto,47.98288,157.4836,4143.62851
373,Urban,0,58,12883.78,Not_Married,Male,False,6.752764,15,1,0,False,Month-to-month,False,False,DSL,True,False,False,False,False,True,False,False,True,Auto,56.37649,104.9643,5088.824488
7398,Urban,7,36,17563.99,Not_Married,Female,False,6.408361,9,0,0,False,Two Year,True,True,DSL,True,False,True,False,False,False,False,False,True,Auto,66.98487,94.97283,6234.269377
7292,Suburban,2,84,80205.9,Not_Married,Female,False,8.819698,15,1,1,True,Month-to-month,True,True,None,True,False,False,True,True,True,True,True,True,Auto,50.56974,222.6609,4729.989422
983,Rural,4,35,42964.38,Not_Married,Female,False,11.27068,10,0,1,False,Month-to-month,False,False,Fiber Optic,False,True,False,False,False,True,True,False,True,Auto,65.9038,182.4538,5840.003407
16902,Urban,6,58,15095.8,Married,Female,False,7.852913,20,0,0,False,Two Year,True,False,DSL,True,False,False,False,True,True,True,False,True,Auto,60.36546,142.4713,5799.053123
38363,Suburban,4,46,53833.45,Not_Married,Female,False,7.334084,10,1,1,False,Two Year,True,False,Fiber Optic,True,False,True,True,False,False,True,True,True,Auto,51.34296,232.6228,4965.237046
40385,Suburban,0,89,19533.69,Not_Married,Female,False,11.93019,8,0,1,False,Month-to-month,True,False,DSL,True,False,False,True,True,False,True,True,False,Auto,62.83833,222.6281,6066.459973
235,Suburban,0,88,18474.89,Not_Married,Female,False,6.575864,9,4,1,False,One year,False,False,Fiber Optic,False,False,False,True,True,True,True,False,True,Check,58.52876,184.967,5045.986552
1773,Suburban,3,38,78123.58,Not_Married,Male,False,10.10174,9,0,0,False,Month-to-month,False,False,None,True,True,True,False,True,False,False,True,False,Auto,56.01033,162.5119,5190.911924
50,Urban,3,37,28045.78,Not_Married,Female,False,7.883046,12,1,0,True,Month-to-month,True,False,None,True,False,False,True,True,False,True,True,False,Check,70.67111,210.1518,6557.61015
11601,Rural,2,27,19293.1,Not_Married,Female,False,13.1963,14,0,0,False,Two Year,False,False,Fiber Optic,True,True,True,True,False,True,True,True,True,Auto,70.98518,277.6375,6651.677415
7154,Rural,2,51,7391.15,Not_Married,Female,False,5.76336,11,1,0,False,One year,True,True,Fiber Optic,True,False,False,False,False,True,True,True,False,Auto,62.54758,220.1185,5640.487005
232,Rural,1,48,30546.19,Not_Married,Female,False,10.78801,10,2,1,False,Month-to-month,False,False,None,True,True,False,False,True,False,False,False,False,Auto,70.80297,125.0073,5991.463291
8381,Rural,0,79,8271.97,Not_Married,Female,False,6.080936,10,4,0,False,Month-to-month,False,True,DSL,True,False,False,False,False,True,False,True,False,Auto,45.50676,139.9512,4206.724875
2990,Rural,2,49,18556.35,Not_Married,Male,False,14.35567,10,1,1,False,Two Year,False,True,Fiber Optic,True,False,True,False,True,True,True,True,True,Check,58.79896,235.1591,5547.293219
5234,Urban,2,76,50491.3,Not_Married,Female,False,9.94047,10,2,0,True,One year,False,True,Fiber Optic,True,True,False,False,False,True,True,False,True,Auto,62.58644,182.4538,5372.192462
4024,Suburban,1,41,644.32,Not_Married,Male,False,8.351139,13,1,0,True,Two Year,False,False,DSL,True,True,False,True,True,False,False,False,True,Auto,68.14401,159.9794,6386.315071
29743,Urban,1,83,11150.32,Not_Married,Female,False,11.01585,5,1,2,False,Month-to-month,False,True,DSL,True,False,False,False,True,False,True,False,False,Auto,67.85251,129.9621,6172.3134
5168,Suburban,1,23,38682.52,Not_Married,Male,False,11.59313,4,1,0,False,One year,True,False,DSL,True,True,True,True,False,True,True,False,True,Auto,61.20259,187.4673,6031.527231
2123,Suburban,1,85,33436.08,Not_Married,Female,False,8.171958,8,1,0,False,Month-to-month,False,False,Fiber Optic,True,True,False,True,False,False,False,True,False,Auto,62.39033,202.4433,5349.364775
1352,Rural,10,36,57023.3,Not_Married,Male,False,8.634494,7,2,0,False,Month-to-month,False,False,Fiber Optic,True,True,False,True,False,True,True,False,True,Auto,66.57674,204.9496,6217.615271
1026,Rural,2,41,95657.24,Married,Male,False,14.78012,10,1,0,False,One year,False,False,Fiber Optic,True,True,False,False,True,False,False,True,True,Check,56.97688,192.4705,5154.285324
3757,Rural,2,71,14975.47,Not_Married,Male,False,8.496571,6,4,3,True,Month-to-month,False,True,None,True,False,False,True,False,True,True,True,True,Auto,66.28837,210.138,6022.470272
9909,Rural,8,53,36196.63,Not_Married,Female,False,10.40664,11,0,0,False,One year,True,True,DSL,True,True,True,True,True,False,False,True,False,Check,65.1302,197.484,6468.116177
902,Rural,1,82,35180.11,Not_Married,Male,False,7.329087,11,0,0,False,Month-to-month,False,False,None,False,True,True,False,False,True,True,False,True,Auto,63.08784,152.4952,5485.07682
191,Urban,1,82,58102.4,Married,Male,False,8.680968,11,1,0,False,Month-to-month,True,False,None,True,False,False,True,False,True,False,False,True,Check,68.6808,114.9838,5729.606483
1808,Suburban,0,85,51126.59,Married,Male,False,12.51371,10,1,0,False,Two Year,True,True,DSL,True,True,False,True,False,True,True,False,False,Auto,62.43544,184.9496,5823.280926
31318,Suburban,0,83,89224.24,Not_Married,Male,False,13.7907,13,3,0,False,Month-to-month,True,False,None,True,True,True,False,True,True,False,True,False,Auto,44.16108,175.0211,3984.440452
1874,Suburban,3,77,50595.25,Not_Married,Female,False,9.499777,15,0,0,False,Month-to-month,True,False,Fiber Optic,True,True,False,True,True,False,False,True,True,Auto,45.82823,214.9663,4165.246664
1110,Suburban,0,69,52745.63,Not_Married,Female,False,6.93877,12,2,0,False,Month-to-month,False,False,Fiber Optic,True,True,False,True,True,True,False,False,True,Auto,65.38502,192.4885,5546.205773
873,Suburban,0,42,18640.62,Not_Married,Female,False,8.250739,14,2,1,False,One year,True,False,Fiber Optic,True,False,True,False,True,False,False,False,False,Auto,47.67411,127.4958,4088.474484
338,Urban,2,29,27890.61,Not_Married,Female,False,12.37749,16,1,0,False,Month-to-month,True,False,Fiber Optic,True,True,True,True,False,True,True,True,False,Auto,69.80788,277.6375,6548.654854
1141,Urban,1,49,14235.87,Not_Married,Male,False,6.536395,16,2,0,False,Month-to-month,True,True,Fiber Optic,True,False,False,False,True,False,True,False,False,Check,56.73689,149.9621,5006.557282
2385,Rural,2,57,20757.95,Not_Married,Male,False,11.68326,9,2,0,True,One year,True,False,Fiber Optic,True,False,False,False,False,False,True,True,False,Auto,51.63534,207.6094,4769.420216
1325,Suburban,3,82,66851.03,Not_Married,Female,False,10.21293,14,1,0,False,One year,True,False,DSL,True,True,False,False,False,False,False,True,True,Check,70.16722,159.9476,6377.495823
105,Suburban,2,29,20544.64,Not_Married,Female,False,7.924814,10,1,0,False,Two Year,False,False,None,True,False,True,False,False,False,True,False,False,Auto,65.68601,107.4806,5779.189603
434,Suburban,2,37,80501.9,Not_Married,Female,False,12.06772,15,0,2,False,Two Year,True,False,Fiber Optic,True,False,False,False,False,False,False,False,False,Check,50.24709,112.4551,4216.911911
85,Suburban,0,31,28218.54,Not_Married,Female,False,7.784659,12,0,1,False,Two Year,False,True,DSL,True,False,True,False,False,False,True,True,True,Auto,63.97947,190.127,6246.190895
2029,Urban,6,27,26644.15,Not_Married,Male,False,6.20201,15,1,0,False,One year,False,False,Fiber Optic,True,False,False,True,True,False,True,False,False,Auto,71.25102,172.4579,6515.85714
7154,Rural,0,57,60163.56,Not_Married,Male,False,10.34133,9,0,0,False,Month-to-month,True,True,Fiber Optic,True,False,True,False,True,True,True,False,False,Auto,71.56158,164.9889,6243.772617
3068,Rural,1,48,84378.57,Not_Married,Male,False,14.17634,13,0,1,False,Month-to-month,True,False,DSL,True,False,False,True,True,False,False,False,False,Check,54.03406,127.4738,5135.275111
1073,Suburban,4,64,22293.87,Not_Married,Female,False,10.06866,12,0,0,False,Month-to-month,True,False,Fiber Optic,True,False,False,False,False,False,False,True,True,Check,56.7422,147.4421,4881.833739
831,Suburban,0,77,56567.94,Not_Married,Female,False,10.72776,14,0,0,False,One year,False,False,None,True,True,True,False,True,True,False,True,False,Auto,62.47951,175.0211,5422.798976
27211,Rural,1,73,14325.51,Married,Male,False,12.85453,13,1,0,False,One year,True,False,DSL,True,False,False,False,False,False,False,False,False,Auto,60.20609,92.45514,5379.896069
1389,Urban,3,31,30533.21,Not_Married,Female,False,8.939435,12,2,0,True,Month-to-month,False,False,None,True,True,False,False,False,False,True,False,False,Auto,46.00587,137.4684,4187.61619
3842,Rural,3,88,123206.3,Not_Married,Male,False,10.06248,8,1,0,False,Two Year,False,False,None,True,True,True,True,False,False,False,True,False,Auto,62.8196,172.4848,5593.760801
0,Rural,0,77,4007.53,Not_Married,Female,False,2.304655,13,0,0,False,Month-to-month,True,False,Fiber Optic,True,False,True,False,False,True,True,True,True,Auto,55.17028,222.6362,4964.396722
4286,Rural,0,33,19016.55,Not_Married,Male,False,12.12014,16,3,0,True,Two Year,False,True,DSL,True,False,True,True,True,False,False,True,False,Auto,51.06149,164.9785,5144.987347
39440,Suburban,4,32,109866.0,Married,Male,True,6.970213,9,0,1,False,Month-to-month,True,False,DSL,True,False,False,False,True,False,True,True,False,Auto,57.59524,200.1323,5899.937578
5467,Rural,0,72,33920.51,Not_Married,Male,False,8.868794,8,0,0,False,Two Year,True,True,DSL,True,True,False,False,False,False,True,True,False,Auto,57.87341,220.1149,5655.25061
6233,Rural,0,65,17286.64,Not_Married,Male,True,6.221255,12,1,0,False,Month-to-month,True,False,DSL,False,False,True,False,True,False,True,True,False,Auto,60.43351,202.65,5976.368221
66053,Urban,0,85,15771.28,Married,Female,False,4.900186,13,1,0,False,Two Year,False,True,Fiber Optic,True,False,True,False,False,False,True,True,True,Auto,70.37667,210.127,6179.8226
13489,Suburban,0,21,12166.43,Not_Married,Male,True,10.34686,15,1,0,False,Month-to-month,True,False,Fiber Optic,True,True,True,False,True,False,True,True,False,Auto,42.94126,255.1555,4345.808076
8652,Suburban,2,64,26295.5,Not_Married,Male,False,16.06426,12,3,0,False,Month-to-month,True,False,DSL,True,False,True,True,True,False,True,True,True,Auto,67.13541,225.1457,6684.346075
3594,Rural,1,36,30011.53,Not_Married,Female,False,10.50405,9,1,0,False,Two Year,False,False,DSL,True,True,True,False,False,True,True,True,True,Auto,66.86003,235.1417,6572.882898
2421,Suburban,1,50,41169.83,Not_Married,Male,False,7.434418,17,0,1,False,One year,True,False,DSL,True,True,False,False,True,False,False,True,False,Auto,65.33266,172.4705,6192.141187
1616,Urban,3,44,3345.65,Not_Married,Female,False,9.609746,11,0,0,False,Month-to-month,False,False,None,True,False,False,True,False,False,False,True,False,Auto,53.5771,137.4616,4751.270751
3006,Rural,2,76,27737.13,Not_Married,Male,False,9.054841,15,0,0,False,Month-to-month,False,False,DSL,False,False,False,False,True,True,True,True,True,Auto,45.16619,212.6415,4680.021701
346,Suburban,0,55,27392.87,Not_Married,Male,False,14.95145,9,3,0,False,Two Year,False,False,Fiber Optic,True,True,True,False,False,False,False,False,True,Auto,66.81556,147.4783,5683.351672
8142,Urban,2,49,13638.46,Not_Married,Female,False,10.74715,11,1,1,False,Two Year,False,False,Fiber Optic,False,False,True,True,True,False,False,True,False,Auto,63.18349,184.9785,5651.568466
2129,Suburban,3,88,55285.5,Not_Married,Male,False,10.08115,11,2,2,True,Month-to-month,False,False,DSL,True,False,False,True,False,False,False,True,False,Auto,63.78741,149.9378,5939.401407
4597,Rural,0,26,22788.17,Not_Married,Male,True,6.094281,10,0,0,False,Month-to-month,False,False,Fiber Optic,True,True,False,True,False,False,True,True,True,Auto,55.20546,262.6106,5267.957878
443,Rural,3,58,17580.86,Not_Married,Female,False,12.16532,10,2,1,False,Two Year,False,True,DSL,True,False,True,False,False,False,False,False,False,Check,65.69406,94.97283,5933.23425
630,Suburban,3,23,31468.83,Not_Married,Male,False,10.60962,11,0,0,False,Month-to-month,False,False,Fiber Optic,True,False,False,True,True,True,False,True,True,Auto,46.1155,194.9699,4380.489566
41,Suburban,0,83,36394.84,Not_Married,Female,False,5.757065,9,1,0,False,Month-to-month,True,False,Fiber Optic,True,False,False,False,False,False,False,False,True,Auto,62.50904,112.4551,5009.242921
15599,Rural,2,80,14392.29,Not_Married,Male,False,13.3668,10,3,0,False,Two Year,False,False,None,True,True,True,False,False,False,True,False,True,Auto,55.66379,139.9861,4909.784465
36531,Urban,0,65,34337.25,Not_Married,Male,False,5.984456,18,0,1,False,Month-to-month,False,True,Fiber Optic,True,True,False,False,False,False,True,False,False,Auto,67.09465,169.9447,5758.811211
1986,Suburban,6,48,50305.65,Married,Female,False,10.20965,18,1,0,False,Month-to-month,False,False,DSL,True,False,False,True,True,True,False,False,True,Check,49.35209,139.983,4827.605046
8859,Rural,2,21,14377.81,Not_Married,Female,False,12.25637,10,0,0,True,Month-to-month,False,False,Fiber Optic,True,True,False,False,True,False,True,True,True,Auto,63.32675,252.6378,5955.463381
40434,Suburban,2,44,17781.1,Not_Married,Male,False,10.11757,11,2,0,False,Two Year,False,False,DSL,True,False,True,False,False,False,True,False,True,Auto,71.61196,119.9568,6676.117614
40778,Suburban,0,40,50058.12,Not_Married,Male,False,9.117518,15,1,1,False,Two Year,False,False,DSL,True,False,True,True,False,False,False,True,False,Auto,48.82198,152.4555,4853.390396
