,Area,Children,Age,Income,Marital,Gender,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Churn
7704,2,8,66,14528.18,0,0,11.75442,12,1,0,0,2,0,1,2,1,1,0,0,1,1,1,0,1,3,61.0006,162.5005,5544.892096,4,4,4,4,3,4,3,4,No
3450,1,1,31,33208.17,1,0,6.931765,10,1,3,0,0,1,0,1,1,1,0,1,0,0,1,1,1,3,4.165508,262.6106,1053.191872,6,5,5,5,2,5,6,6,Yes
9776,2,4,30,43778.88,4,1,9.239469,16,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,57.49156,182.4653,5284.148453,4,3,3,3,4,4,4,3,No
8347,1,8,37,30049.79,0,0,7.775248,10,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,43.04477,134.9509,3905.467558,5,4,4,4,5,4,4,2,No
7117,0,1,18,44804.66,0,0,13.96589,8,1,1,0,2,1,1,0,1,1,0,1,0,0,0,1,0,1,53.92549,182.4433,5288.937008,5,6,4,4,1,5,6,4,No
6634,1,6,80,53540.15,4,1,11.94078,14,1,0,0,2,0,0,1,1,1,1,0,1,0,1,1,1,0,70.70213,255.1555,6611.742363,4,4,4,2,4,5,5,3,No
1792,1,0,75,18189.38,3,1,10.0345016,14,0,2,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1.796607335,207.475448,971.697137,2,3,3,4,3,3,4,2,Yes
7230,0,1,41,101429.4,3,0,11.86445,14,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,60.75202,149.9483,5233.900981,3,3,4,3,3,4,3,3,No
8151,2,0,35,15393.51,1,0,11.82966,15,3,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,2,59.8036,172.4555,5273.813487,4,4,4,4,3,5,5,4,No
7188,2,1,70,30281.73,0,1,14.1675,10,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,3,58.13955,162.4689,5046.115879,5,4,5,6,2,6,4,5,No
6606,2,1,46,25006.29,3,0,9.68227,13,0,1,0,2,0,0,1,1,0,0,0,1,1,0,1,1,1,54.66546,172.4742,4767.800579,4,3,3,3,2,4,3,4,No
1736,1,1,84,48376.42,0,1,8.55142407,10,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,2,14.10031907,255.119794,2158.332479,5,4,4,3,6,4,4,3,Yes
7927,2,0,30,17666.42,2,1,14.54649,18,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,3,66.8616,159.9794,6286.517671,2,2,2,5,3,2,3,2,No
2510,2,1,43,35261.47,0,0,9.83124,15,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,8.386909,147.4601,834.8359967,5,5,4,3,4,5,3,4,No
1364,0,4,72,12704.28,0,1,12.02547979,12,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2.876901531,275.119794,956.9132284,4,5,4,3,2,5,4,4,Yes
758,2,4,74,17520.23,3,0,4.407345296,14,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,3.248169927,162.45383,991.7633623,4,4,3,5,3,2,4,4,Yes
3852,1,3,53,104166.7,1,1,13.31999,11,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,3,9.738632,142.4713,1621.89345,4,3,4,3,4,4,5,5,No
6651,2,4,81,74294.77,2,1,9.491983,8,0,0,0,2,0,0,2,1,0,1,1,0,0,0,0,0,0,53.34051,104.9923,4639.169217,4,4,4,4,2,4,6,4,No
3052,0,1,82,40528.85,2,0,8.964938,15,1,0,0,2,0,0,1,1,1,0,1,0,0,0,1,1,2,15.77942,202.4433,1540.003272,4,4,3,5,3,4,4,4,No
6052,2,3,21,20725.92,2,0,6.897314,5,1,2,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,66.03293,129.9926,5832.81909,4,5,3,3,4,3,4,4,No
3449,2,3,75,33916.31,2,1,8.18883,5,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,1,2,9.62756,129.9926,1116.324602,3,3,2,2,3,4,5,3,No
2006,0,4,19,19091.73,1,0,11.99276,12,0,1,0,2,0,1,1,1,1,0,1,1,0,1,1,1,0,5.982479,275.1336,1418.914101,4,4,5,3,2,5,3,4,No
419,2,2,84,60476.86,3,0,8.763218085,9,0,0,0,2,1,0,1,1,0,0,1,0,0,0,1,1,2,6.325942162,169.937833,717.6823944,2,3,3,2,4,4,3,3,No
3217,2,4,46,38472.15,4,1,8.947076,15,0,1,1,2,0,0,0,1,1,0,1,0,0,0,1,1,2,15.51348,182.4433,2224.378227,5,5,5,3,4,4,3,4,Yes
174,0,2,44,14928.96,4,1,17.56798903,14,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,2,7.34059599,147.473844,939.7181324,3,4,4,2,4,3,2,3,No
4765,1,4,43,61087.44,1,0,10.40439,9,1,1,0,2,1,1,2,1,1,1,0,1,0,1,0,1,0,9.312734,152.509,1332.850025,3,3,5,3,3,4,3,5,No
4778,2,4,47,41971.12,3,0,9.254731,14,0,0,0,2,0,1,1,1,0,0,0,1,0,1,0,1,2,18.01409,149.9621,1885.551581,5,6,4,5,3,3,5,5,No
4096,2,6,18,20724.48,2,1,11.99485,16,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,11.36049,172.4742,1547.496008,3,3,4,4,3,3,4,3,No
9286,1,1,25,15959.11,0,2,5.730845,13,0,0,1,2,1,1,0,1,0,0,1,0,1,0,1,0,3,48.66437,162.447,4763.445879,5,3,4,5,3,5,4,4,No
6166,2,0,41,26235.49,3,0,9.439823,15,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,2,68.33092,159.9875,5775.455429,3,2,2,4,3,2,4,3,No
7874,1,1,31,25263.19,4,1,10.9286,11,2,2,0,2,1,0,1,1,1,0,1,0,0,1,1,1,0,55.10455,262.6106,5274.080857,1,1,3,1,3,2,2,1,No
1244,2,1,69,53513.98,0,0,6.922666965,9,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,3,8.550692097,232.637807,1692.566285,3,1,3,3,4,4,3,3,Yes
7305,1,3,88,20307.18,2,0,8.60264,14,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,57.86878,92.45514,5118.485777,2,4,3,5,3,4,4,3,No
9137,1,2,54,92291.31,1,1,10.77214,12,2,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,3,69.85281,164.9853,6656.287,4,4,3,4,4,3,2,5,No
7602,0,0,25,73082.67,3,0,13.14633,11,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,59.05181,182.4433,5655.241249,5,6,4,1,4,5,5,6,No
3323,1,3,37,62238.79,3,0,12.01782,16,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1.683285,265.147,887.1803664,4,3,4,2,5,3,3,2,Yes
8867,0,3,41,28435.25,3,1,11.58921,13,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,2,59.59171,232.6228,5673.784205,3,2,3,4,3,4,3,2,No
6937,1,1,79,40380.17,4,0,5.274568,16,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,3,64.4649,184.9496,5992.97277,4,5,4,3,3,3,5,5,No
5689,0,0,86,26267.67,1,0,10.87855,11,2,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,3,60.34404,169.9447,5089.775857,3,3,3,3,5,3,3,3,No
5517,1,7,33,82263.4,0,1,10.6619,12,2,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,57.49209,129.9778,5646.886372,2,3,3,4,3,3,4,3,No
7486,1,1,34,96579.4,3,0,14.23961,9,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,3,66.89669,104.9781,6058.836085,4,3,4,3,5,3,4,3,No
1093,0,4,25,27775.18,2,1,4.963308626,12,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,3,17.41856593,192.470522,2026.989634,4,3,4,3,2,4,6,4,No
2462,2,0,23,68335.57,4,0,9.589426,9,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,2,26.15019,134.9509,2320.785912,3,3,3,3,4,4,4,3,No
3885,2,1,19,13233.4,3,0,12.4846,11,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,3,12.5247,204.961,1555.075783,4,5,6,4,2,3,4,4,Yes
7073,2,3,83,68691.4,3,1,10.07105,18,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,3,51.73474,104.9629,4461.641644,4,5,3,4,2,3,4,5,No
1074,2,3,73,19146.42,4,0,10.51064826,12,0,1,0,2,1,1,0,1,0,0,0,0,0,1,1,1,1,4.898445616,187.609354,1284.667114,2,3,4,2,4,3,2,4,Yes
8898,0,1,69,25392.45,0,0,15.46358,13,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,2,67.89973,172.4624,5870.59778,4,3,3,5,4,5,3,3,No
7457,0,8,37,8054.38,0,1,9.159402,12,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,66.89083,184.967,6191.698375,3,3,4,4,3,4,3,4,No
9143,1,3,19,16897.23,4,1,7.991076,16,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,3,64.49513,152.4579,6309.663687,2,3,2,4,4,2,4,2,No
7187,2,2,84,22680.7,2,0,11.65731,13,1,2,1,2,0,1,0,1,0,1,0,0,1,1,1,1,0,62.27403,202.6362,5998.575756,3,2,3,4,4,3,4,4,No
3956,1,3,36,84405.81,4,1,14.01608,13,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,9.312768,92.48802,983.5145753,2,3,2,4,4,3,3,3,No
7323,1,2,72,74964.31,3,1,9.513491,7,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,47.30434,149.9378,4610.488208,5,5,6,4,5,4,3,3,No
2252,2,8,77,80750.15,3,2,7.126864,14,3,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,15.13792,182.4433,2128.992056,4,3,4,2,4,4,3,5,Yes
7025,2,0,50,45617.43,1,1,9.342874,13,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,3,69.70806,144.9889,6528.343934,3,4,4,4,5,4,3,3,No
1477,0,0,38,13867.89,4,1,6.037666483,10,0,3,0,1,1,0,2,1,0,0,1,1,1,0,0,1,3,1.350108155,127.506726,411.2961627,1,3,2,5,2,4,5,3,No
6468,2,2,81,32891.71,2,0,6.83233,17,0,1,0,0,0,0,2,1,0,0,1,0,0,1,1,1,0,60.88203,197.6288,5495.323342,3,3,4,4,4,3,4,2,No
974,0,1,43,22303.29,0,0,9.565152901,13,2,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,3,1.591333405,240.114868,708.9358044,4,4,3,3,5,3,3,3,Yes
409,0,3,71,55840.35,4,0,6.444558317,15,0,0,0,2,0,1,1,1,1,1,0,1,0,1,1,1,0,8.69085131,255.155493,1420.771651,5,4,5,4,4,4,4,4,No
920,0,1,38,97592.52,2,0,9.699996141,11,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,12.81881129,194.958118,1553.013845,3,3,4,1,4,3,4,2,Yes
4172,0,3,36,98147.26,3,0,8.776288,7,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,24.79814,104.9923,2334.936502,3,4,5,4,4,5,3,3,No
2565,2,1,87,17100.24,1,0,9.040639,10,0,0,1,2,0,0,2,0,0,0,0,1,0,0,1,1,2,9.817033,127.4887,954.2700173,4,4,2,3,2,4,4,5,No
9302,1,0,45,17236.85,3,1,15.11505,12,2,2,1,0,1,1,1,1,0,1,1,1,0,1,1,1,3,62.45252,245.1457,5887.870657,2,2,3,4,2,3,3,4,No
4838,1,4,75,24538.69,4,0,3.429724,6,0,0,0,0,0,1,2,1,0,1,1,1,1,0,0,0,1,2.429677,130.0244,494.5000388,3,4,3,3,3,3,5,4,No
8027,0,3,76,83600.69,0,0,13.19842,15,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,3,57.67058,182.4653,5034.929065,3,3,2,3,3,4,4,4,No
2717,0,1,43,52633.73,0,0,12.48083,14,0,0,0,2,1,0,2,1,1,0,1,0,1,1,0,1,3,9.499599,172.4733,1193.771492,3,3,3,5,3,5,4,4,No
6329,0,7,88,28216.6,4,0,6.474834,15,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,2,68.03514,137.4698,6150.907768,4,3,4,4,3,3,3,2,No
6622,0,2,30,24105.02,3,1,11.98229,11,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,65.62722,172.4624,5890.098766,3,2,4,3,3,2,3,2,No
2730,2,2,25,34476.83,1,0,13.64111,13,0,0,0,1,1,1,2,1,1,0,0,0,0,1,0,0,2,6.128314,137.4684,909.0225293,4,4,3,5,2,3,5,6,No
6374,1,0,77,78080.83,4,1,12.68653,13,0,0,0,2,0,1,1,1,1,0,1,1,1,1,0,0,3,66.07472,217.4725,5819.356258,3,3,4,3,2,3,4,4,No
9532,0,1,69,35405.96,0,1,13.38037,12,2,0,0,2,0,0,0,1,0,0,0,1,1,1,0,1,2,69.60264,142.4713,6412.993801,4,4,3,4,3,4,3,3,No
226,2,1,62,11217.96,0,1,12.66717474,15,2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,6.035737465,179.947583,795.4957358,2,3,2,4,4,2,4,2,Yes
2189,2,1,43,9011.25,2,0,10.45334,12,4,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,4.275019,184.9853,827.7165459,2,2,2,5,3,2,2,3,Yes
892,2,1,74,8882.51,0,1,16.53887592,10,3,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,2,5.36237356,157.469817,545.6211065,3,4,2,3,3,3,4,3,No
4521,2,1,85,38644.0,4,1,12.26333,13,1,0,0,2,0,0,2,1,1,0,0,0,0,0,1,1,0,29.30064,147.4713,2626.362759,2,2,3,4,3,3,3,1,No
5688,1,1,68,34214.34,0,0,16.2496,13,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,37.5005,149.9928,3614.976172,2,3,4,4,4,3,4,4,No
4763,2,0,55,37680.14,2,0,8.306336,14,2,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,3,10.89731,184.9715,1219.381518,5,4,5,4,3,4,3,5,Yes
8351,2,4,24,113912.9,4,1,11.89461,14,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,2,65.52159,129.9483,6233.347563,5,5,5,3,4,4,3,4,No
8118,1,1,38,33780.14,2,0,9.622541,14,0,0,0,2,1,0,1,1,1,0,0,0,0,1,1,0,2,50.02645,240.1149,4693.998061,4,4,5,3,3,3,4,3,No
172,1,0,38,49277.48,4,0,12.81260566,10,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,2,19.48900163,172.462354,1974.780054,4,4,4,5,2,4,4,3,No
5754,1,8,73,59640.61,4,0,9.281101,15,0,2,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,66.60766,144.9889,6398.11875,5,4,3,4,2,4,4,5,No
7118,1,3,28,33095.5,3,0,17.97393,10,3,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,63.6037,217.484,5857.586671,6,5,6,4,3,4,4,3,Yes
8085,2,6,51,30820.29,0,0,18.19674,20,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,42.01957,152.4798,3976.166899,3,2,4,3,3,4,3,5,Yes
2376,1,1,55,10263.33,0,1,15.33257,6,1,0,0,2,0,0,2,1,1,0,0,1,0,0,1,1,2,5.59356,159.9942,867.3610228,5,3,4,3,4,4,3,3,No
3791,0,0,26,29693.06,3,1,14.58138,13,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,3,27.84191,190.127,3348.604428,2,3,3,5,3,3,4,2,No
5795,0,4,30,50577.25,4,1,10.31021,17,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,50.09295,137.4836,4941.678785,3,3,3,4,2,3,5,5,No
6025,0,0,57,9136.47,2,0,6.767055,11,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,63.47945,222.6281,6223.9084,2,2,2,6,2,3,3,3,Yes
9642,1,6,73,15411.74,0,0,9.979656,11,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,70.30088,137.4392,6060.997249,3,5,2,4,5,2,3,3,No
8625,2,3,28,16997.45,4,1,8.543635,10,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,55.40614,230.1051,5298.247055,3,3,4,2,4,4,4,3,No
9593,1,3,54,17391.03,1,0,14.80048,11,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,70.14018,202.4433,6147.578157,5,5,5,3,4,5,4,5,No
879,2,2,38,36574.2,0,0,4.771959745,10,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,2,13.01023159,182.465269,1469.359942,4,4,5,2,3,6,3,2,Yes
7500,0,4,70,16131.26,3,1,13.89024,14,0,0,0,0,0,0,2,1,0,0,0,1,1,1,1,0,2,56.78316,200.1652,5299.638224,3,4,3,3,4,4,2,3,No
8511,0,0,76,36398.01,2,1,8.191336,12,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,70.50947,124.9643,5774.340454,3,3,3,2,4,5,4,3,No
6907,0,1,35,52473.97,1,0,9.405701,6,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,2,63.25532,159.965,5503.376914,1,2,2,4,3,2,2,1,No
3935,2,0,26,48131.25,1,0,14.59806,13,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,3,8.30949,202.4433,1080.752449,2,2,3,4,2,3,4,3,Yes
9153,1,5,68,7228.19,4,0,12.89005,15,2,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,65.52,192.4885,5714.467771,4,3,3,2,4,4,4,3,No
1782,0,7,18,47618.81,0,0,12.65695134,7,1,0,0,2,0,1,0,1,0,1,1,0,1,0,0,1,3,4.106981469,129.977753,1239.519501,5,5,5,5,1,5,5,5,No
4420,2,1,29,41079.27,4,0,10.47477,16,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3.059231,117.4392,955.1927172,3,3,3,3,4,4,3,3,No
5889,1,3,69,44042.94,3,0,14.90722,16,0,0,0,2,1,0,1,1,0,0,1,1,1,1,0,0,0,64.07956,184.967,5655.455765,2,1,2,4,3,3,3,2,No
2630,1,2,74,36966.64,0,1,8.401275,11,1,0,0,1,0,0,2,1,0,0,0,1,0,1,1,1,3,1.37258,187.656,680.4074741,2,4,4,3,5,2,2,2,Yes
5764,2,2,71,16028.17,1,1,10.79407,13,2,0,1,2,0,1,0,1,1,0,1,1,1,1,1,0,2,67.75314,267.6427,6713.081591,3,3,2,2,4,2,3,3,No
4398,2,1,84,45874.19,1,0,10.0487,16,0,0,1,2,0,0,0,1,1,0,1,0,0,0,1,0,2,7.579193,182.4433,1275.031579,3,3,3,3,4,1,2,1,Yes
5154,2,1,33,54211.72,1,0,7.529241,13,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,3,65.82455,162.4713,5760.908084,2,3,2,3,3,3,4,2,No
7612,0,2,82,11807.8,1,0,14.60834,8,2,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,2,51.40304,162.447,4835.577166,4,4,5,5,3,4,4,5,No
1668,0,5,88,63304.25,1,1,12.35525457,12,1,0,1,1,0,0,2,1,1,0,0,1,0,1,0,1,2,5.260793737,149.991327,855.939459,4,3,4,3,3,3,4,3,No
5566,0,8,89,74303.71,0,0,12.21401,12,0,0,0,1,0,0,2,1,0,1,0,0,0,0,1,0,3,61.22216,117.4835,5365.288201,1,3,2,3,4,3,5,2,No
5519,1,2,34,30369.33,1,1,8.580033,13,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,56.9918,124.9781,4946.826952,5,3,3,2,3,3,3,5,No
8327,1,1,73,20618.01,2,0,10.08633,15,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,56.67924,204.9634,5042.032681,3,4,4,3,3,3,4,3,No
504,1,2,89,44314.39,4,1,6.892345443,15,1,0,0,2,0,0,1,0,0,1,1,1,1,0,1,0,2,5.658327457,197.48762,893.5446642,3,2,3,4,3,3,3,3,Yes
1674,0,1,49,49750.1,2,1,13.78711309,14,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,9.373705128,147.442069,1039.67302,4,4,4,2,4,3,2,4,No
6075,2,4,27,21907.65,3,1,8.447332,11,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,52.35716,144.9607,4638.39887,1,2,1,3,3,3,3,3,No
567,0,4,28,41955.27,2,0,12.03070714,9,4,0,0,1,1,1,2,1,1,0,0,0,0,1,0,0,2,5.511437756,137.468388,910.210446,4,4,3,3,2,5,5,3,No
9157,0,1,28,158549.3,2,0,11.11995,9,1,0,0,0,1,0,2,0,0,1,1,1,1,0,1,0,0,62.97217,165.0113,5676.643658,4,4,2,4,3,4,5,4,No
9645,0,1,44,64620.61,2,0,6.56167,8,2,0,0,2,0,1,1,1,1,0,1,0,0,0,0,1,3,68.95898,167.4564,5862.329668,2,2,4,3,4,2,4,3,No
5299,2,2,44,25015.89,4,0,7.268816,9,1,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,0,44.23945,102.4746,3795.698707,3,4,2,5,3,3,2,4,No
7327,2,3,44,24283.07,2,1,8.6976,12,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,53.96674,144.9607,4683.762963,4,4,4,2,3,3,4,3,No
2268,0,3,22,3109.66,0,1,18.31879,6,4,0,0,2,0,1,0,1,1,1,1,0,0,1,1,1,3,16.30451,245.1283,2674.664142,3,3,3,3,3,4,2,2,Yes
9361,0,1,68,68398.85,3,2,6.984431,11,0,1,0,2,1,1,1,1,0,0,0,0,0,1,0,0,3,70.17477,137.4392,5874.0733,5,5,4,6,2,6,5,3,No
9035,2,2,88,11116.97,1,1,11.06487,15,1,0,1,1,1,0,2,1,1,0,1,1,1,1,0,1,1,65.90788,184.9963,5831.190256,4,4,4,3,4,3,4,3,No
3841,2,5,41,50083.6,2,1,11.1957,14,2,2,0,1,1,0,2,1,1,0,1,0,0,1,1,1,0,9.742042,230.1344,1647.527241,4,4,4,4,3,4,3,6,Yes
8256,1,0,80,12473.92,2,1,11.79419,15,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,3,52.87464,182.447,4569.936966,3,4,4,3,4,5,5,4,No
7843,2,2,76,32724.83,1,1,14.98822,8,2,2,1,1,0,0,2,1,1,0,1,0,1,0,1,1,1,65.9436,182.4762,5787.413462,5,4,4,4,3,5,4,5,No
599,1,4,66,15253.93,1,0,8.941096681,14,2,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,17.28022598,204.963371,1929.06738,3,4,4,3,4,3,4,4,No
5243,1,2,23,26100.78,2,0,12.59805,13,3,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,3,71.30457,162.4676,6754.62207,4,5,4,1,5,4,2,4,No
8244,0,3,45,12616.3,2,0,10.20316,13,0,0,0,2,1,1,1,1,1,0,1,1,0,1,1,0,3,70.89738,275.1336,6621.872123,6,7,7,4,5,7,4,3,No
8587,1,0,77,58131.94,3,0,8.813439,15,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,3,71.59338,207.6094,6230.543177,4,5,3,1,5,3,3,4,No
1563,1,1,48,26404.76,0,1,11.41922534,8,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,3,23.27091932,152.455519,2764.347068,3,3,2,4,3,4,3,4,No
516,1,0,75,39802.79,3,1,3.262720061,16,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1.557206083,242.628057,724.6774743,4,3,4,4,4,4,4,3,Yes
3197,2,0,61,40651.57,0,1,17.70648,10,2,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,11.93299,182.4433,1758.68213,4,3,3,5,3,2,6,4,Yes
1506,2,1,76,61714.39,0,1,2.746480274,15,2,2,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,23.42878979,79.978861,1943.112927,4,4,4,4,4,5,5,4,No
8483,1,0,53,20832.66,0,0,5.828119,16,0,2,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,37.04844,129.9621,3715.869075,3,4,2,5,4,2,3,4,No
7787,1,1,24,12826.8,0,2,12.98536,14,2,1,0,2,0,0,1,1,1,1,1,1,0,1,0,1,2,66.03197,207.4811,6005.171652,3,4,4,2,4,3,4,5,No
747,0,9,69,61475.04,0,1,14.46243735,12,3,1,0,1,0,0,2,0,0,1,0,0,0,0,1,1,0,7.607475355,117.483475,1150.859858,4,4,5,3,2,6,4,4,No
9524,0,5,55,24408.14,3,1,11.71731,13,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,3,67.67761,242.6281,6361.936513,5,6,4,2,3,5,5,4,No
2618,0,2,61,41577.62,2,0,10.1125,11,1,0,1,2,0,0,0,1,0,0,1,0,0,1,0,1,3,10.49402,139.9349,1584.241573,4,4,3,3,2,5,5,5,No
2127,1,0,69,40134.85,0,1,8.568928,13,3,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,3,1.789614,207.4673,568.2599017,2,2,2,4,4,3,3,3,Yes
2107,1,5,77,53235.48,2,0,5.432771,13,1,0,0,0,0,0,2,1,1,0,1,1,0,1,0,0,1,8.182907,172.4871,1178.372362,3,2,2,4,5,2,2,4,Yes
6990,1,4,27,48630.21,0,1,11.7323,10,1,0,1,2,1,0,0,1,0,1,1,1,0,1,1,1,3,70.44382,225.1457,7138.308718,3,2,3,5,2,3,3,2,No
2051,0,0,50,630.24,3,1,9.50503,13,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,6.025694,152.4798,892.5309234,4,4,3,4,3,3,3,4,No
4938,1,0,74,13744.9,3,0,7.488474,10,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,1,1,11.7516,147.4783,1026.949787,4,3,5,4,5,3,3,4,No
5957,0,1,80,13467.9,2,0,9.857833,8,1,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,1,70.28188,137.4684,5954.517973,3,2,4,2,3,4,3,3,No
1615,1,1,25,63134.48,1,1,12.73517485,15,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,2,7.336939062,137.439154,952.3729916,6,6,5,3,3,4,7,5,No
1725,2,0,47,165151.02,3,1,11.17549194,10,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,6.267383901,127.442069,1174.414663,6,5,6,5,3,5,5,4,No
5059,1,3,64,21607.29,1,0,10.69966,8,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,2,62.43987,194.9744,5469.381433,4,4,4,5,3,4,3,5,No
1387,2,2,32,81622.91,3,1,9.04153153,6,0,1,0,1,1,0,2,0,0,0,0,1,1,1,1,1,1,12.48678964,200.165175,1733.107782,2,2,4,4,4,2,1,2,No
9132,1,3,32,19379.79,3,0,13.84152,12,2,0,1,2,0,0,1,1,1,0,0,0,1,1,1,1,2,68.09161,252.624,6259.78278,4,5,4,3,3,4,4,4,No
669,2,3,74,50806.21,1,0,12.11791408,11,3,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,3,3.7013893,102.474625,406.5230396,5,5,6,3,4,6,5,5,No
6187,0,0,79,8271.97,2,0,6.080936,10,4,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,45.50676,139.9512,4206.724875,3,5,5,4,4,2,2,2,No
